question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Among households that reported losing their total crop in the last five years (se01e = 1), how many also own/share a non-agricultural business (nna01 = 1) and are located in states whose average interviewed age is strictly above the overall average age across all interviewed individuals?","How many households both lost their total crop in the last five years and own/share a non-agricultural business, among those located in states where the average age of interviewed individuals is higher than the overall average age?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000092.py,"[""ii_portad"", ""ii_su"", ""ii_inr"", ""ii_nna"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,scalar_filter,3.0,
"Among households in Oaxaca (ent=20) that include at least one member aged 70 or older, that actually received income from the 'Other Government Program' in the last 12 months (in01a10_1 = 1), and that report having paid something toward debts in the last 12 months (crh03_1 = 1), which Household IDs have a reported total debt (crh04_2) strictly above the average total debt within this same subset? Consider only households with an explicit total-debt value (crh04_1 = 1). Return their Household ID and total-debt value.","Among households in Oaxaca that have at least one member aged 70 or older, received income from an Other Government Program in the last 12 months, and reported an amount paid on credit/loans in the last year, which households have total debts (including interest) above the group’s average, and what are those debt amounts in pesos, ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000093_repaired_v1.py,"[""ii_portad"", ""ii_su"", ""ii_crh"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among interviewed individuals in Oaxaca (ent=20), who live in localities where knowing a family/friend robbed in the last 12 months is 'Yes' (vlh10a=1) and whose household reported no household member died in the last five years (se01a=3), how many are older than the average age of all interviewed individuals in Oaxaca (the age mean computed over all Oaxaca individuals, not just those meeting the other conditions)?",How many individuals in the state of Oaxaca are older than the average age in Oaxaca and live in households that reported knowing a family or friend who was robbed in the last 12 months and reported no household member death in the last five years?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000094.py,"[""ii_portad"", ""ii_se"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among households that reported selling fattening animals in the last 12 months (inr02j = 1), what is the average number of adult members (edad ≥ 18) for those whose household-level bull/cow asset value (ah04j_2) is strictly above the average bull/cow value across those seller households?","Among households that reported producing or selling fattening animals in the last 12 months and whose bull/cow asset value exceeds the average among such households, what is the average number of adults (age 18+) per household?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000095.py,"[""ii_portad"", ""ii_inr"", ""ii_se"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,join_fanout,1.0,
"Which states (ent codes) have at least 50 households that both explicitly reported not having any savings (crh01_1a = 1) and explicitly answered 'No' to using a plot/land (su01 = 3), counting distinct households (folio) rather than persons and excluding missing responses? Return the state code and the count of such households.","Which states have at least 50 households that both report having no savings and not using a plot/land for farming, and how many such households are in each state (ordered from highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000096.py,"[""ii_portad"", ""ii_su"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households in Oaxaca (ent = 20), which households that have at least one member who owns a motor vehicle (ah03d = 1) report feeling less safe at home (higher vlh04) than the average vlh04 among similar vehicle-owning households in all other states? Count households once regardless of how many members own vehicles, and return their Household ID and rating, sorted by vlh04 descending.","Which households in Oaxaca that have at least one member who owns a motor vehicle report a higher 'feel safe at home' score (vlh04, where higher = more unsafe) than the average among similar households outside Oaxaca, and what are their scores, sorted from most to least unsafe?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000097.py,"[""ii_portad"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,scalar_filter,3.0,
"How many distinct households in Oaxaca (ent=20) or Puebla (ent=21) that used a plot of land (su01=1) have at least one adult member (edad >= 18) and at least one member reporting ownership of a motor vehicle (ah03d=1), and whose household fuel expense (su239) is strictly greater than the overall average fuel expense among all plot-using households across Oaxaca and Puebla? Count households, not individuals.","How many households in Oaxaca (state 20) or Puebla (state 21) that use a plot/land for sowing/farming, have at least one adult (age 18 or older), and have at least one member who owns a motor vehicle, report fuel expenses (su239) above the overall average among land-using households in those two states?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000098.py,"[""ii_portad"", ""ii_ah"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among interviewed individuals aged 18 or older, which states have an above-the-overall-state-average count of adults living in households that both reported producing/selling fattening animals in the last 12 months (inr02j = 1) and actually received income from an Other Government Program in the last 12 months (in01a10_1 = 1)? Return the state code (ent) and the qualifying adult count, sorted descending.","Which states have an above-average (across states) number of adults (age 18+) living in households that, in the last 12 months, both produced or sold fattening animals and received income from an Other Government Program, and how many such adults are there per state, ordered from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000099.py,"[""ii_portad"", ""ii_inr"", ""ii_se"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_se_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"For each state, how many households with at least one member aged 70 or older received a positive direct payment from the program “70 y más” in the last 12 months, and how many households without any member aged 70 or older did so? Be careful to count households (distinct folios), not individuals, and to treat positive amounts (in02a11 > 0) as receipt rather than inferring from missing values.","By state, how many households that received a positive direct amount from the '70 y más' program have at least one member aged 70 or older, and how many have no members aged 70 or older?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000100.py,"[""ii_portad"", ""ii_in"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Which states (ent) have an average of at least 1.5 non‑agricultural businesses per household among households that both reported owning/sharing a non‑ag business (nna01=1) and reported not using any plot/land for farming (su01=3)? Return the state code (ent), the average number of businesses, and the count of such qualifying households per state. Note: the average must be computed only over those qualifying households, not over all households or individuals.","Among households that report owning or sharing a non-agricultural business and do not use any plot/land for farming, which states have an average of at least 1.5 non-ag businesses owned/shared in the last 12 months, and how many such households are there in each of those states?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000101.py,"[""ii_portad"", ""ii_su"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households in Oaxaca (ent=20) and Puebla (ent=21) that both use land for cultivation (su01=1) and own/share a non‑ag business (nna01=1), which Household IDs received a positive direct amount from Other Government Program (in02a10) that is strictly greater than the average positive amount among all land‑using households in those two states, regardless of business ownership?","Which household IDs in Oaxaca or Puebla that use a plot of land for farming and own/share a non‑agricultural business received a positive direct payment from the “Other Government Program” above the average for land‑using households in those states, and how much did they receive (sorted highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000102.py,"[""ii_portad"", ""ii_nna"", ""ii_in"", ""ii_inr"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_in_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,2.0,
